Caecus SKU,Linnworks SKU,Item Title,Caecus Barcode,Barcode,Parcel Length,Parcel Width ,Parcel Depth,Parcel Weight(kg),Postage Service,Postage Cost,CBM Per Outer,UK Supplier Cost Price,China Cost Price $,China Cost Price inclusive Duty and carriage £,cost x 4,Ebay BO Retail Price,Ebay BMS Retail Price,Amazon BO Retail Price,Retail Price with carriage at £4.95,Amazon FBA,Amazon B2B,Nett price,Tax,Fees 30%,Shipping 20%,Total Cost,% Profit, Profit,Wayfair Retail Price,EBAY Price Updated,Price Adjustment,EBAY Price Updated,Price Adjustment,Amazon Price Updated,Price Adjustment,Promotion Cost,Parent Image 1,Parent Image 2,Parent Image 3,Other Image,Other Image,Other Image,Other Image,Other Image,Swatch image,Item Features 1,Item Features 2,Item Features 3,Item Features 4,Item Features 5,Item Features 6,Finer Details 1,Finer Details 2,Finer Details 3,Finer Details 4,Finer Details 5,Finer Details 6,Full Description,Ebay BO Title,Ebay BMS Title,Amazon BO Title
026-129,LBOCA120,Blackout Roller Blind Cappuccino 120cm 210cm Drop,5059032258953,5059032278135,130,5,5,1.25,DX Secure,5.35,0.039,,8.64,7.61,30.63,37.99,37.99,37.99,33.99,40.99,34.99,31.66,6.33,11.40,7.60,26.60,15.97%,5.06,,,,12/04/2020,20.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Cappuccino-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-130,LBOCA150,Blackout Roller Blind Cappuccino 150cm 210cm Drop,5059032258960,5059032278142,160,5,5,1.55,DX Secure,5.35,0.048,,10.59,9.32,38.06,45.99,45.99,45.99,40.99,48.99,42.99,38.33,7.67,13.80,9.20,32.32,15.67%,6.01,,,,12/04/2020,25.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Cappuccino-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-131,LBOCA180,Blackout Roller Blind Cappuccino 180cm 210cm Drop,5059032258977,5059032278159,190,5,5,1.8,DX Secure,5.35,0.057,,12.54,11.04,44.93,49.99,49.99,49.99,43.99,57.99,51.99,41.66,8.33,15.00,10.00,36.04,13.50%,5.62,,,,12/04/2020,32.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Cappuccino-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-132,LBOCA210,Blackout Roller Blind Cappuccino 210cm 210cm Drop,5059032258984,5059032278166,220,5,5,2.1,DX Freight,11.01,0.034,,14.66,12.91,51.51,67.99,67.99,67.99,58.99,68.99,62.99,56.66,11.33,20.40,13.60,46.90,17.22%,9.76,,,,12/04/2020,36.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Cappuccino-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-133,LBOCA240,Blackout Roller Blind Cappuccino 240cm 210cm Drop,5059032258991,5059032278173,250,5,5,2.4,DX Freight,11.01,0.039,,16.5,14.53,57.98,76.99,76.99,76.99,66.99,79.99,73.99,64.16,12.83,23.10,15.40,53.02,17.36%,11.14,,,,12/04/2020,43.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Cappuccino-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-134,LBOCG060,Blackout Roller Blind Charcoal Grey 60cm 210cm Drop,5059032259004,5059032278180,70,5,5,0.67,DX Secure,5.35,0.022,,4.8,4.23,17.40,25.99,25.99,25.99,23.99,24.99,18.99,21.66,4.33,7.80,5.20,17.22,20.49%,4.44,,,,12/04/2020,12.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-135,LBOCG090,Blackout Roller Blind Charcoal Grey 90cm 210cm Drop,5059032259011,5059032278197,100,5,5,0.97,DX Secure,5.35,0.031,,6.78,5.97,24.31,31.99,31.99,31.99,28.99,32.99,26.99,26.66,5.33,9.60,6.40,21.96,17.61%,4.69,,,,12/04/2020,17.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-136,LBOCG120,Blackout Roller Blind Charcoal Grey 120cm 210cm Drop,5059032259028,5059032278203,130,5,5,1.25,DX Secure,5.35,0.039,,8.64,7.61,30.63,37.99,37.99,37.99,33.99,40.99,34.99,31.66,6.33,11.40,7.60,26.60,15.97%,5.06,,,,12/04/2020,20.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-137,LBOCG150,Blackout Roller Blind Charcoal Grey 150cm 210cm Drop,5059032259035,5059032278210,160,5,5,1.55,DX Secure,5.35,0.048,,10.59,9.32,38.06,45.99,45.99,45.99,40.99,48.99,42.99,38.33,7.67,13.80,9.20,32.32,15.67%,6.01,,,,12/04/2020,25.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-138,LBOCG180,Blackout Roller Blind Charcoal Grey 180cm 210cm Drop,5059032259042,5059032278227,190,5,5,1.8,DX Secure,5.35,0.057,,12.54,11.04,44.93,49.99,49.99,49.99,43.99,57.99,51.99,41.66,8.33,15.00,10.00,36.04,13.50%,5.62,,,,12/04/2020,32.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-139,LBOCG210,Blackout Roller Blind Charcoal Grey 210cm 210cm Drop,5059032259059,5059032278234,220,5,5,2.1,DX Freight,11.01,0.034,,14.66,12.91,51.51,67.99,67.99,67.99,58.99,68.99,62.99,56.66,11.33,20.40,13.60,46.90,17.22%,9.76,,,,12/04/2020,36.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-140,LBOCG240,Blackout Roller Blind Charcoal Grey 240cm 210cm Drop,5059032259066,5059032278241,250,5,5,2.4,DX Freight,11.01,0.039,,16.5,14.53,57.98,76.99,76.99,76.99,66.99,79.99,73.99,64.16,12.83,23.10,15.40,53.02,17.36%,11.14,,,,12/04/2020,43.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Dark-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
026-141,LBOGR060,Blackout Roller Blind Light Grey 60cm 210cm Drop,5059032259073,5059032278258,70,5,5,0.67,DX Secure,5.35,0.022,,4.8,4.23,17.40,25.99,25.99,25.99,23.99,24.99,18.99,21.66,4.33,7.80,5.20,17.22,20.49%,4.44,,,,12/04/2020,12.99,,,,https://blindsoutlet.co.uk/wp-content/uploads/2025/05/Light-Grey-Blackout-scaled.png,,,,,,,,Securely fitted to a 25mm strong inner roller tube to provide easy rolling of the fabric. Maximum fabric drop 210cm.  The blind can be easily trimmed with a sharp pair of scissors and a hack saw,Please note: the sizes stated are including our fittings. The size of the actual roller fabric width is approx. 4cm (1 & 1/2 inch) narrower.,Easily fit within minutes and easy to follow instructions along with easy to use pull operation for opening and closing the blind,"Complete with all the fittings, brackets, mounts, and controls. All you need to do is supply a drill",Includes a child safety device that help keep your children safe. Our simple device tensions the pull cord to the wall to keep your children safe,"Metal fitting brackets with plastic covers. Two way fitting so you can have top or face fix, simply choose the appropriate hole in the bracket. Sidewinder operation with child safe tension cord to be fitted at least 1metre off the ground",Metal roller tube with fabric attached by slotting into the indent. Due to tube indent this may not be suitable for use with other fittings. Please use the fittings supplied,Blind width includes fittings so the fabric will be approx 4cm narrower. If you want complete darkness in your room we suggest fittings outside the recess and measuring at least 15cm wider than your window recess. ,You need at least 10cm depth to fit this blind. Please take care when measuring that protruding handles and dado rails will not interfere with the fabric. You can have the fabric rolled over the tube instead of behind to avoid handles.,"Fabric backing is made with a different material composite than the front, so will vary slightly in shade. The fabric has thermal qualities due to it's nature.",Always leave at least one turn on the roller tube to avoid excess strain on the fabric.,"With fabric offering total blocking of sunlight and complete privacy, our stylish, modern, blackout roller blinds allow you to easily achieve this by simply installing them infront of your window. Our lovely polyester fabric allows for a maximum drop of 160cm and is easy to care for whilst adding a warm cosy feel to your room, our 3-pass blackout lining will completely stop all sunlight entering the room whilst also providing thermal properties. These are easy-fit and can be installed within minutes as they come supplied with everything you need. Easily wiped clean with a damp cloth.",,,,,
